"cn","plotclass"
175742583010854,1
38867957010478,2
22332662010478,3
81670575010478,3
148489447010478,3
139994964010854,3
38853379010478,1
175742942010854,2
38855701010478,1
38855986010478,1
106312010010478,1
22304738010478,3
38926776010478,3
38926891010478,2
148438040010478,1
81644557010478,2
148438491010478,2
106317464010478,3
38929431010478,3
106334992010478,2
139994250010854,3
106331926010478,1
148456121010478,2
38919254010478,1
38919309010478,2
148456851010478,2
175742209010854,3
139994600010854,1
22304952010478,2
81647601010478,1
81648345010478,3
175742711010854,1
38891640010478,2
38891761010478,1
148498536010478,1
139994770010854,1
175742719010854,2
38892548010478,3
81669877010478,3
148492756010478,3
81608321010478,2
175742290010854,2
81645293010478,2
38929122010478,1
175742302010854,3
81640201010478,2
38934674010478,1
81652667010478,2
38935002010478,1
175742344010854,1
106294013010478,3
148498859010478,1
148510456010478,3
106306487010478,3
38896979010478,3
81610203010478,1
22346874010478,1
148500527010478,2
22301243010478,3
175742877010854,2
106305216010478,2
106305729010478,3
38844177010478,1
81624830010478,1
139994479010854,2
148451455010478,1
139994489010854,1
148451606010478,2
139994490010854,3
139994495010854,3
148452035010478,3
22306946010478,2
38935595010478,3
139994409010854,3
148443655010478,1
29099640010478,3
148444106010478,1
81667237010478,3
81667431010478,1
175742533010854,3
139994592010854,3
38956037010478,1
38956415010478,1
81667850010478,3
22335688010478,2
175742541010854,1
38956981010478,2
22306040010478,1
38920131010478,1
106334535010478,2
175742231010854,3
22349763010478,3
81641312010478,3
175742243010854,1
22350249010478,2
175742305010854,1
175742306010854,2
38930666010478,3
81646729010478,1
22330462010478,3
175742318010854,2
81646799010478,3
148440333010478,2
38931998010478,1
148440729010478,2
38932289010478,2
22330513010478,1
38932423010478,1
22304548010478,1
139994789010854,3
81665722010478,3
81666042010478,3
148465155010478,1
139994462010854,2
81658169010478,2
22334597010478,1
148453240010478,1
139994510010854,2
148453765010478,2
175742452010854,1
175742454010854,1
22346833010478,3
38897162010478,1
175742744010854,1
81610126010478,2
38897776010478,1
38898018010478,3
81610543010478,1
175742751010854,1
148509905010478,3
148510157010478,2
106305140010478,1
148510566010478,2
81620591010478,2
175742884010854,2
81620666010478,2
148511347010478,2
38843341010478,1
175742405010854,3
81658674010478,3
106327933010478,2
38943903010478,2
148460159010478,1
106313995010478,3
175742246010854,2
22349840010478,2
38925565010478,1
139994322010854,2
139994323010854,1
139994333010854,3
148437575010478,2
175742282010854,2
106316757010478,1
38890437010478,2
81607894010478,3
139994765010854,3
106293866010478,2
139994769010854,1
106294258010478,1
81608495010478,1
22346658010478,1
106294587010478,1
38893353010478,2
38922492010478,1
106335351010478,2
22341276010478,3
38922760010478,3
139994248010854,1
148455207010478,2
175742192010854,1
139994259010854,3
22349424010478,3
22339701010478,1
38919405010478,1
175742207010854,3
148456688010478,3
106267662010478,1
148457226010478,3
148457445010478,3
81641950010478,3
106315245010478,3
106318529010478,2
148441608010478,2
148441954010478,2
175742886010854,2
175742948010854,3
175742950010854,1
38954157010478,1
38954706010478,1
175742522010854,1
38954981010478,1
84048115010478,3
81666945010478,2
81667026010478,2
106328684010478,2
38944749010478,2
148451115010478,1
81659853010478,2
175742428010854,1
81660500010478,3
81660959010478,1
81661019010478,1
148452842010478,2
175742443010854,1
81661426010478,2
38946766010478,2
81661510010478,2
38947761010478,1
38947952010478,3
139994517010854,2
148454231010478,1
148495341010478,2
139994720010854,3
106285425010478,3
38885015010478,3
38885274010478,1
81605695010478,1
148495902010478,2
22346359010478,1
22304255010478,3
175742147010854,3
139994747010854,1
106287370010478,1
22346439010478,2
106287515010478,3
148489518010478,1
38868643010478,1
139994653010854,3
38858122010478,1
139994994010854,2
22342950010478,2
38858686010478,2
139994998010854,3
106313401010478,2
22301985010478,3
29104172010478,2
106327370010478,2
139994463010854,1
175742406010854,3
175742414010854,3
22349785010478,2
81641858010478,1
22333001010478,2
81642202010478,1
38924607010478,3
175742258010854,3
106315300010478,3
38925928010478,2
175742262010854,1
175742264010854,1
22349957010478,3
175742268010854,3
106315547010478,3
81653768010478,3
22346867010478,2
38876781010478,3
81660836010478,3
175742346010854,1
148513819010478,2
106311434010478,1
22339457010478,2
148457143010478,1
148445239010478,3
106326922010478,3
22346622010478,1
22346641010478,3
148493019010478,3
139994744010854,2
175742703010854,1
22345776010478,3
175742620010854,2
38946972010478,2
22307027010478,2
22340739010478,1
139994513010854,3
106330905010478,2
38947871010478,3
38948407010478,3
106336796010478,1
38949045010478,3
139994420010854,1
38937089010478,3
38932599010478,3
38936844010478,3
148443298010478,1
148443411010478,1
22338450010478,3
106310406010478,1
148515798010478,2
81632161010478,1
38851570010478,1
38855118010478,1
38858899010478,1
38863181010478,1
38873797010478,3
81628599010478,1
81628753010478,2
38930208010478,1
38931286010478,2
38933118010478,1
38937757010478,1
175742780010854,1
175742399010854,3
175742487010854,3
175742496010854,2
175742850010854,2
38915501010478,1
175742852010854,2
106303990010478,3
148508296010478,2
38916024010478,1
38916314010478,2
38916496010478,2
148509027010478,1
139994899010854,3
22347864010478,3
22347896010478,2
81600726010478,1
148465283010478,2
148487150010478,1
148487698010478,3
148487861010478,1
81655018010478,2
139994425010854,3
175742364010854,1
39025179010478,1
22330903010478,2
81655997010478,2
81656719010478,3
38940182010478,3
38940333010478,3
22348987010478,3
148435266010478,3
175742215010854,1
175742234010854,2
22350028010478,3
175742278010854,3
139994257010854,1
148446908010478,2
22340179010478,2
38887844010478,3
139994903010854,2
106287753010478,2
106297109010478,3
175742866010854,3
148507180010478,2
22301043010478,3
38929678010478,1
38929763010478,3
148439950010478,3
148440024010478,3
148440630010478,2
148440800010478,1
175742327010854,2
38933851010478,2
175742336010854,2
139994393010854,1
139994394010854,1
22342022010478,2
148441836010478,1
148442146010478,2
106321224010478,2
22330655010478,1
139994400010854,3
139994401010854,3
148442738010478,1
106310896010478,1
38850373010478,3
148513687010478,1
148517441010478,1
81658944010478,2
38920208010478,1
106338329010478,1
175742555010854,3
148496437010478,2
81608554010478,2
139994630010854,3
106298784010478,1
81617362010478,3
81619429010478,1
81619556010478,1
148451931010478,2
139994683010854,3
38869541010478,3
175742470010854,2
175742473010854,3
175742488010854,2
139994278010854,3
106330222010478,2
106320753010478,2
139994813010854,1
175742618010854,2
148511018010478,2
175742732010854,3
175742714010854,1
148452470010478,3
22348802010478,3
139995011010854,2
175742388010854,3
38940675010478,3
106325947010478,2
38956231010478,3
38958587010478,3
148497225010478,1
38928596010478,1
38937005010478,1
38943975010478,2
139994893010854,1
139994895010854,3
81613508010478,1
81616933010478,1
81617041010478,3
106330130010478,3
175742267010854,2
81626056010478,3
81615683010478,2
81617958010478,2
175742873010854,2
175742947010854,1
175742827010854,3
148506830010478,1
38857781010478,3
139994991010854,3
139994996010854,2
106313306010478,1
22342997010478,3
38860380010478,2
22339401010478,1
106266076010478,1
148436150010478,1
175742152010854,2
81632820010478,2
175742153010854,1
175742347010854,2
148466909010478,3
106342061010478,1
22340131010478,1
81627782010478,3
81629182010478,3
106264914010478,2
81668957010478,3
175742734010854,3
175742761010854,1
175742749010854,1
175742622010854,2
38958664010478,2
38959488010478,3
175742232010854,3
106324397010478,2
22306655010478,1
81604338010478,1
22301635010478,2
22342713010478,1
148500852010478,3
38894842010478,1
106305016010478,1
139994870010854,2
148514995010478,1
148515923010478,3
139995025010854,2
106340633010478,1
148442916010478,3
106321686010478,3
38936695010478,1
148466819010478,2
175742542010854,1
139994605010854,1
106341261010478,3
139994612010854,1
22303077010478,1
175742554010854,1
22332405010478,2
38959733010478,3
22332487010478,1
175742567010854,3
175742294010854,3
22350161010478,2
106337440010478,3
106338115010478,2
175742601010854,1
38852143010478,3
38950434010478,2
38922091010478,3
106321645010478,2
81623429010478,3
175742927010854,2
175742929010854,3
139994947010854,2
175742572010854,1
175742578010854,2
139994395010854,1
22334382010478,1
148508889010478,2
81602496010478,3
106276180010478,2
106301497010478,2
81655344010478,3
81655435010478,2
22302267010478,2
81663716010478,1
81667119010478,2
81667656010478,1
175742938010854,1
139994657010854,3
81600634010478,2
175742602010854,3
38873271010478,1
106275360010478,3
148491579010478,1
175742617010854,2
148492032010478,2
175742221010854,3
175742551010854,2
22331675010478,1
106338033010478,1
106329975010478,2
139994498010854,3
148457521010478,2
106316668010478,3
148438928010478,1
38927336010478,3
106276343010478,3
148493507010478,2
106337076010478,2
22334858010478,3
139994537010854,2
139994551010854,3
22303067010478,1
175742549010854,1
22332378010478,2
81668776010478,3
139994617010854,2
139994622010854,2
139994624010854,1
139994632010854,2
139994634010854,2
81670033010478,3
139994639010854,1
148489155010478,3
106319623010478,3
175742325010854,2
175742848010854,1
139994369010854,2
139994392010854,3
139994460010854,3
175742955010854,3
175742271010854,3
106329826010478,2
148462650010478,3
106303864010478,2
106317813010478,3
148454413010478,2
175742918010854,2
22301889010478,1
139995008010854,2
22343055010478,3
81630908010478,2
139995012010854,3
38861326010478,3
106265972010478,2
38862089010478,1
139995026010854,2
22344662010478,1
22346538010478,2
81608202010478,1
38893890010478,1
148499393010478,1
38926526010478,3
148462285010478,3
38934766010478,2
175742343010854,3
38935129010478,2
139994402010854,2
139994405010854,3
148450799010478,3
106329298010478,3
81660585010478,3
81661123010478,1
139994504010854,2
22306990010478,2
175742961010854,2
148454797010478,2
148454850010478,1
175742819010854,1
106324090010478,3
106325728010478,3
148505061010478,2
175742606010854,1
175742607010854,2
106307903010478,3
22301567010478,3
22330591010478,1
39025105010478,3
139994603010854,3
81644716010478,2
106317663010478,2
175742213010854,2
81633237010478,2
81663291010478,1
81663803010478,3
139994656010854,3
139994872010854,3
148507554010478,3
139994896010854,3
139994956010854,2
175742731010854,2
139994959010854,2
106309672010478,2
81615935010478,3
81616616010478,1
106301982010478,3
38913857010478,2
38914644010478,2
81617493010478,2
175742571010854,2
139994412010854,3
139994309010854,2
175742425010854,1
175742429010854,1
139994459010854,3
175742412010854,1
148436391010478,2
175742335010854,1
22330913010478,1
139994591010854,3
106340846010478,2
81655749010478,1
106296037010478,1
106275867010478,3
81647476010478,2
38934436010478,1
175742340010854,3
81652525010478,3
22330650010478,2
139994399010854,2
81652754010478,1
106321301010478,2
38935228010478,3
175742349010854,1
106321746010478,1
106321842010478,3
81653420010478,1
38936528010478,3
139994593010854,2
38956142010478,3
81668005010478,1
175742543010854,3
38848078010478,3
175742949010854,2
38888229010478,3
175742798010854,1
106339532010478,3
106272169010478,1
148465467010478,2
81620323010478,1
22332201010478,1
175742417010854,1
22334353010478,3
22306795010478,2
148451284010478,3
22306861010478,2
38945512010478,1
22306875010478,1
106330053010478,1
81629137010478,3
106285072010478,2
148502301010478,2
139994664010854,3
175742635010854,3
139995020010854,3
106286132010478,1
139995031010854,1
139994598010854,1
148499478010478,1
139994786010854,1
139994856010854,1
139994674010854,3
148455072010478,3
106299373010478,1
81606586010478,2
81640595010478,2
81607462010478,2
22331680010478,3
139994526010854,3
38937566010478,2
81656197010478,3
81656810010478,3
81657463010478,2
106325866010478,1
38941190010478,2
139994607010854,1
175742697010854,2
175742592010854,2
106309089010478,1
139994990010854,1
106294398010478,3
175742722010854,2
81609502010478,1
81623586010478,2
106266520010478,3
139994602010854,2
175742523010854,1
175742570010854,1
106296635010478,1
106328334010478,1
148452611010478,2
106298537010478,1
175742196010854,2
106343286010478,2
38867066010478,3
22336083010478,1
81627576010478,3
148514651010478,1
106301806010478,3
106317943010478,1
106322252010478,1
139994342010854,2
81669475010478,2
81646867010478,1
106320082010478,2
139994534010854,3
106338229010478,1
106340021010478,2
148452692010478,2
175742237010854,3
175742307010854,3
106267741010478,1
148448879010478,3
81659069010478,2
106319234010478,1
106342138010478,1
139994310010854,2
148515739010478,2
106316326010478,3
81657110010478,3
106328253010478,2
139994469010854,2
175742797010854,1
81624618010478,3
139994483010854,3
148490631010478,2
148491854010478,1
106329435010478,3
175742545010854,1
106276698010478,2
106296877010478,3
81662435010478,2
175742534010854,2
175742387010854,2
106335248010478,2
139994543010854,2
81656503010478,1
139994256010854,2
81653574010478,2
106339120010478,3
81628228010478,1
81666878010478,2
139994370010854,1
106341422010478,2
139994277010854,1
175742515010854,1
81656600010478,1
139994572010854,1
81639806010478,1
139994482010854,2
134679475010854,3
134679613010854,1
203252135010854,2
203252031010854,3
134680601010854,3
203251067010854,1
203252089010854,3
203250913010854,1
82543976010478,2
82544108010478,1
82544159010478,3
82544432010478,1
82544783010478,2
82544829010478,1
82544912010478,3
82545018010478,1
82545110010478,2
82545271010478,1
173673793010854,2
82545611010478,1
82545777010478,1
82545991010478,2
82546102010478,1
82546323010478,3
82546393010478,2
82546497010478,3
82546565010478,3
82546623010478,2
82546738010478,3
134679497010854,3
203252319010854,3
203251845010854,1
203252441010854,3
134679736010854,2
134679797010854,2
121316483010478,1
121316632010478,3
121316767010478,1
121316916010478,3
121317001010478,3
121317090010478,1
121317158010478,2
121317231010478,2
121317297010478,1
121317472010478,1
121317567010478,1
121317641010478,2
121317720010478,1
121318016010478,1
121318165010478,2
121318258010478,3
121318356010478,2
121318490010478,3
121318581010478,2
121318654010478,1
121318759010478,2
121318878010478,1
121318964010478,2
121319101010478,3
121319210010478,3
121319284010478,3
121319361010478,2
121319428010478,3
121319500010478,1
121319642010478,2
121319815010478,1
173674318010854,1
173674321010854,3
173674322010854,3
82546936010478,3
203252429010854,1
203252431010854,2
203252433010854,2
203252435010854,3
173674324010854,3
173674325010854,3
173674329010854,3
173674333010854,3
173674334010854,2
173674336010854,2
173674337010854,1
173674338010854,3
173674339010854,3
173674340010854,3
173674341010854,2
173674343010854,2
173674345010854,1
173674346010854,3
173674347010854,2
173674348010854,2
173674349010854,1
173674350010854,3
173674351010854,3
173674352010854,2
173674353010854,2
173674356010854,3
121337848010478,1
134680002010854,3
134680004010854,1
134680006010854,1
134680007010854,2
173674359010854,1
173674362010854,2
173674363010854,2
173674364010854,3
173674366010854,1
173674367010854,2
173674368010854,3
173674369010854,2
173674371010854,2
173674372010854,1
173674373010854,2
173674374010854,1
173674375010854,1
203252287010854,2
203252289010854,2
203252291010854,3
203252293010854,1
203252301010854,2
203252303010854,3
203252305010854,1
203252309010854,2
203252313010854,2
203252315010854,3
203252323010854,1
203252333010854,3
203252337010854,1
121317807010478,3
121337500010478,2
121315049010478,1
134680010010854,1
134680013010854,3
134680014010854,3
134680016010854,2
134680017010854,1
134680022010854,1
134680024010854,2
134680026010854,1
134680029010854,3
134680041010854,3
134680044010854,3
134680046010854,3
134680057010854,2
134680064010854,1
134680066010854,3
134680071010854,1
121319901010478,2
121319984010478,1
173673500010854,1
173673501010854,2
173673514010854,1
173673516010854,3
173673518010854,3
173673525010854,3
173673527010854,3
173673556010854,1
173673591010854,3
173673597010854,2
173673599010854,3
173673600010854,3
173673601010854,2
173673602010854,3
173673603010854,1
173673604010854,3
173673605010854,2
173673606010854,3
173673607010854,2
173673608010854,2
134680083010854,3
134680084010854,3
134680086010854,3
134680087010854,3
134680088010854,3
134680089010854,3
134680097010854,3
134680098010854,3
134680101010854,1
134680105010854,1
203252069010854,1
121336445010478,1
203250941010854,3
203252799010854,1
203252891010854,1
203252897010854,2
121320044010478,2
121320143010478,1
203252665010854,3
203251193010854,3
121322069010478,1
121322163010478,1
121322240010478,3
121322346010478,3
121322415010478,3
203252407010854,3
203252667010854,3
203252617010854,3
121315464010478,1
121315687010478,2
121315967010478,2
121316043010478,3
121316123010478,1
82504909010478,3
82504563010478,2
82504642010478,3
82504759010478,2
82504965010478,2
203251263010854,2
82505082010478,3
82505143010478,2
82505254010478,2
82505334010478,1
82505450010478,1
82505569010478,1
121307193010478,2
82505776010478,2
82505864010478,3
82505980010478,3
82506309010478,1
82506498010478,2
82506613010478,2
82506687010478,1
82506849010478,1
82506913010478,3
82507138010478,1
203252355010854,2
203252043010854,3
82507399010478,3
82507542010478,3
82507647010478,2
82507858010478,3
82507934010478,2
82508097010478,1
82508202010478,1
82508358010478,1
82508406010478,2
82508540010478,1
82508760010478,2
82509002010478,1
203251815010854,1
134680271010854,2
203252419010854,2
134680058010854,3
134679614010854,1
134679956010854,3
134679959010854,3
134679961010854,2
134679963010854,3
134679980010854,3
134679991010854,1
134679995010854,2
173673624010854,2
173673625010854,2
173673626010854,2
173673627010854,1
173673629010854,1
173673630010854,3
173673631010854,1
173673632010854,1
173673633010854,1
173673634010854,3
173673635010854,3
173673636010854,1
173673637010854,3
173673638010854,3
173674104010854,2
173674105010854,1
173674108010854,3
173674110010854,3
173674111010854,1
173674113010854,2
173674114010854,1
173674115010854,2
121316169010478,3
121316225010478,1
121316369010478,1
203252437010854,3
203252453010854,1
203252455010854,3
203252461010854,2
203252463010854,1
203252467010854,3
203252469010854,3
203252471010854,3
203252477010854,2
203252481010854,2
134679952010854,1
134679504010854,3
134679574010854,1
173673610010854,3
173673612010854,3
173674059010854,1
82509101010478,1
82509265010478,2
203252347010854,1
121322499010478,2
121322629010478,1
121322842010478,3
121322930010478,2
121323067010478,3
121323134010478,2
121323298010478,1
121323484010478,2
121323570010478,1
121323730010478,2
121323824010478,2
121324059010478,2
121324228010478,1
121324321010478,1
121324413010478,3
121324723010478,2
121325003010478,3
121325084010478,2
121325200010478,3
121325350010478,3
121325455010478,3
121325618010478,1
121325666010478,3
121325989010478,2
134680409010854,2
203251831010854,1
173674061010854,3
173674063010854,3
173674064010854,2
173674066010854,3
173674070010854,1
173674073010854,1
173674077010854,2
173674078010854,1
173674081010854,2
173674087010854,3
173674090010854,3
173674091010854,1
173674092010854,3
173674093010854,2
173674096010854,3
173674098010854,1
173674099010854,1
173673614010854,2
173673616010854,3
173673617010854,3
173673618010854,1
173673619010854,2
173673620010854,3
134679571010854,3
173673622010854,1
173673623010854,2
203251361010854,1
203252753010854,2
134679481010854,2
173673317010854,1
82509361010478,1
82509426010478,2
82509530010478,1
82510120010478,2
82510497010478,1
82510732010478,1
82510891010478,1
82511096010478,3
82511302010478,2
82511377010478,3
82511595010478,2
82511686010478,1
82511983010478,2
82512203010478,2
82512309010478,3
82520742010478,2
82521222010478,2
82521406010478,1
82521499010478,3
82521529010478,2
121321650010478,1
121321747010478,3
121321832010478,1
121321950010478,3
121322009010478,3
121319723010478,2
121320321010478,3
121320472010478,2
121320550010478,2
121320614010478,2
121320942010478,3
121321118010478,1
121321240010478,2
121321314010478,3
203250873010854,3
134680073010854,2
134680075010854,3
134680077010854,2
134680078010854,2
134680080010854,2
134680082010854,3
134679997010854,2
173674288010854,3
173674291010854,1
173674292010854,2
173674295010854,1
173674303010854,3
173674304010854,3
173674305010854,2
173674306010854,3
173674309010854,3
173674312010854,1
173674313010854,3
173674314010854,2
173674315010854,1
203252895010854,3
203250685010854,3
203252349010854,2
203252351010854,2
203252353010854,1
203252357010854,1
203252359010854,2
203252361010854,2
203252363010854,1
203252367010854,1
203252369010854,3
203252371010854,3
203252379010854,2
203252381010854,3
203252389010854,1
203252391010854,2
203252393010854,3
203252395010854,3
203252399010854,2
203251653010854,2
203251805010854,3
82520245010478,1
134679784010854,1
82529002010478,2
82529149010478,3
82529321010478,3
82529406010478,1
82529471010478,3
82529558010478,2
82529721010478,2
82529966010478,2
82530073010478,2
82530153010478,1
82530307010478,1
82530408010478,1
134679819010854,1
82530609010478,1
82530743010478,2
82530843010478,3
82530932010478,1
82531180010478,1
82531307010478,3
134679747010854,2
134679872010854,1
203252413010854,2
203252415010854,1
203252417010854,2
203252421010854,1
203252423010854,1
203252425010854,1
121317837010478,3
203251389010854,1
134679477010854,2
203251669010854,2
203252101010854,3
82547430010478,1
82547581010478,1
82547772010478,1
82547885010478,2
82548007010478,1
82548077010478,2
82548171010478,2
82548236010478,2
82548447010478,2
82548518010478,3
82548566010478,2
82548634010478,2
82548869010478,3
82548982010478,2
82549120010478,2
82549195010478,2
82549300010478,3
82549384010478,1
82549433010478,1
82549491010478,3
82549553010478,2
82549682010478,3
82549753010478,3
82549887010478,1
82550175010478,1
82550609010478,2
82550833010478,1
82551086010478,2
82551134010478,3
82551196010478,3
82551390010478,3
82551467010478,2
82551595010478,3
82551674010478,2
203252547010854,3
82551817010478,3
82551879010478,2
82527192010478,1
134679874010854,3
121313520010478,2
121313601010478,1
82492364010478,1
203251995010854,2
203251997010854,3
173674158010854,1
173674159010854,2
173674160010854,1
173674166010854,1
173674167010854,1
173674168010854,3
173674170010854,1
173674173010854,2
173674176010854,1
173674177010854,3
173674178010854,1
173674179010854,3
173674180010854,2
173674183010854,3
173674184010854,3
173674187010854,3
173674192010854,1
173673768010854,2
173673770010854,3
173673771010854,2
173673772010854,3
173673775010854,2
173673776010854,1
173673777010854,1
173673778010854,1
173673780010854,1
173673781010854,3
173673783010854,1
173673784010854,1
173673785010854,1
173673787010854,2
203252007010854,3
203252009010854,2
203252011010854,2
203252013010854,2
203252015010854,2
203252019010854,2
203252025010854,1
203252027010854,3
173673668010854,1
173673670010854,2
173673672010854,2
173673673010854,2
134679912010854,1
134679913010854,3
134679916010854,1
134679917010854,1
82537919010478,2
134679922010854,2
134679924010854,1
82538022010478,2
134679929010854,1
134679930010854,2
134679932010854,1
134679933010854,1
134679934010854,3
134679935010854,2
134679936010854,2
134679937010854,1
134679939010854,1
134679940010854,1
134679941010854,1
82539230010478,1
134679942010854,1
134679943010854,3
134679946010854,3
134679947010854,2
134679948010854,1
134679950010854,1
82514982010478,1
82515090010478,1
82515140010478,2
82515284010478,2
82515469010478,1
173673727010854,2
173673558010854,1
203252259010854,1
203252267010854,2
203252269010854,3
203252271010854,3
203252273010854,1
203252277010854,1
203252279010854,1
203252281010854,1
203252285010854,1
121309345010478,2
121309400010478,3
121309683010478,3
121309750010478,1
121309964010478,3
121310057010478,2
134679848010854,3
82532585010478,1
134679851010854,3
134679853010854,1
134679854010854,3
134679855010854,2
134679856010854,2
134679857010854,2
134679858010854,3
134679859010854,2
134679860010854,3
134679861010854,2
134679863010854,2
82518288010478,3
203251077010854,1
134680192010854,3
203252029010854,3
203252033010854,2
203252039010854,2
203252047010854,2
203252049010854,1
203252053010854,3
203252055010854,3
203252057010854,3
203252059010854,1
203252061010854,1
203252063010854,2
203252083010854,1
203252087010854,1
203252091010854,3
203252093010854,3
203252097010854,3
203251519010854,3
203251139010854,3
82514462010478,3
82514517010478,2
82514584010478,1
82514621010478,2
82514728010478,1
82514804010478,2
82514890010478,1
82495993010478,1
82496166010478,1
82496245010478,1
82496339010478,3
82496471010478,2
82496734010478,1
82497002010478,1
82497107010478,2
82497171010478,3
82497255010478,3
82497336010478,3
134680511010854,1
134680512010854,2
134680514010854,3
134680515010854,1
134680516010854,2
203251563010854,1
134680517010854,1
134680518010854,1
134680519010854,1
134680520010854,3
134680521010854,2
134680522010854,1
134680524010854,3
82508905010478,3
203252223010854,2
203252225010854,3
203252231010854,3
203252233010854,2
82537626010478,1
82537747010478,2
82538201010478,1
82538281010478,1
82538399010478,2
82538484010478,3
82538660010478,3
82538688010478,3
82538759010478,1
82539028010478,1
134680526010854,3
134680528010854,2
134680529010854,1
134680530010854,3
134680531010854,2
173673643010854,2
173673646010854,2
173673648010854,1
173673649010854,1
173673651010854,2
173673652010854,2
173673653010854,1
173673654010854,1
173673655010854,1
173673657010854,1
173673658010854,1
173673659010854,3
173673660010854,1
173673661010854,3
173673662010854,3
173673663010854,2
173673664010854,1
173673666010854,1
173673667010854,3
134680003010854,2
203250689010854,1
203250757010854,3
134680541010854,3
82506395010478,2
134680543010854,2
134680546010854,1
134680547010854,1
134680548010854,1
82506992010478,2
134680549010854,3
134680550010854,1
134680551010854,2
134680552010854,2
134680553010854,1
134680555010854,1
134680557010854,1
134680559010854,2
134680561010854,3
134680563010854,1
134680565010854,2
134680566010854,1
134679843010854,2
134679845010854,2
173673708010854,1
173673709010854,2
173673710010854,3
173673711010854,2
173673712010854,2
121321436010478,1
121321525010478,2
82539123010478,2
82539306010478,2
82539389010478,1
134679718010854,1
134679720010854,2
134679724010854,3
134679726010854,2
134679729010854,2
134679730010854,3
134679738010854,2
134679744010854,2
134679754010854,3
134679755010854,1
134679756010854,2
134679758010854,1
134679759010854,2
82518985010478,3
134679760010854,1
173673641010854,3
173673642010854,3
173673725010854,1
173673726010854,1
173673728010854,1
173673729010854,3
173673730010854,1
173674119010854,1
173674121010854,2
173674124010854,1
173674376010854,3
173674128010854,3
173674129010854,3
173674130010854,1
173674131010854,2
173674132010854,3
173674133010854,1
173674134010854,1
173674136010854,1
173674138010854,1
173674140010854,1
173674141010854,3
173674143010854,2
173674146010854,2
173674150010854,2
173674157010854,1
134679483010854,2
134679490010854,2
134679501010854,3
134679502010854,3
134679505010854,1
134679507010854,1
134679508010854,2
134679509010854,3
134680184010854,2
134680185010854,3
134680187010854,1
134680188010854,2
82539490010478,2
134680129010854,2
134680130010854,1
134680131010854,1
134680132010854,1
82548361010478,1
134680135010854,1
134680189010854,2
134680193010854,2
134680195010854,3
134680196010854,2
134680197010854,3
134680198010854,3
134680199010854,1
134680200010854,1
134680201010854,3
134680202010854,3
134680203010854,2
134680204010854,2
134680205010854,3
134680206010854,2
134680207010854,3
134680208010854,3
134680209010854,2
134680211010854,2
134680212010854,1
134680213010854,3
134680214010854,3
134680218010854,3
134680219010854,1
134680220010854,1
134680221010854,3
134680222010854,1
134680223010854,3
134680225010854,2
134680226010854,1
82543302010478,1
82543451010478,1
82543597010478,3
82543669010478,2
82512062010478,3
203252235010854,1
203252237010854,1
203252239010854,1
203252241010854,2
203252243010854,3
203252245010854,3
203252247010854,1
203252249010854,3
203252251010854,1
203252253010854,3
203252255010854,2
82515552010478,1
82515788010478,2
82515868010478,2
82516015010478,1
173673675010854,2
173673676010854,3
173673677010854,1
173673678010854,1
173673679010854,1
173673680010854,1
173673682010854,3
173673683010854,2
173673684010854,3
173673686010854,1
173673687010854,1
173673688010854,2
173673689010854,2
173673690010854,2
173673691010854,3
173673692010854,1
173673693010854,2
173673694010854,3
173673695010854,1
173673696010854,2
173673697010854,3
173673698010854,2
173673699010854,3
173673700010854,1
173673701010854,2
173673703010854,1
173673705010854,2
173673706010854,2
173673707010854,2
121343828010478,1
121343905010478,3
121344000010478,1
82496563010478,1
82540545010478,2
82516982010478,3
121310120010478,1
121310220010478,3
121310356010478,1
121310507010478,1
121310805010478,3
121311263010478,1
121311402010478,3
121311713010478,1
121312123010478,3
121312210010478,3
121312395010478,1
121312505010478,3
121312648010478,3
121312794010478,3
121312882010478,3
121312947010478,3
121313065010478,3
121313148010478,2
121313261010478,2
121313338010478,3
134679479010854,1
134679482010854,1
134680328010854,2
134680329010854,2
134680331010854,2
134680334010854,3
134680335010854,3
134680336010854,3
134680337010854,2
134680338010854,3
121297583010478,1
121297647010478,2
121297848010478,2
82539620010478,2
82539687010478,2
82539798010478,1
82539990010478,3
82540078010478,1
82540159010478,2
82540299010478,3
82540378010478,3
82540461010478,1
82540618010478,1
82540699010478,3
82541332010478,1
173673334010854,2
82541536010478,3
82541583010478,3
82541787010478,3
82541910010478,2
82541980010478,3
82542153010478,3
82542317010478,2
82542421010478,1
82542496010478,3
82542584010478,3
82542647010478,3
82542798010478,2
82542928010478,1
82543067010478,1
134679768010854,1
134679771010854,1
82520389010478,1
82520550010478,1
203251225010854,2
134679789010854,3
134679791010854,2
134679794010854,3
134679795010854,3
134679796010854,2
121353198010478,3
134679798010854,3
134679799010854,3
134679801010854,3
134679802010854,2
134679803010854,1
134679804010854,2
203251613010854,1
134679806010854,3
134679811010854,3
134679812010854,2
134679813010854,1
134679814010854,2
134679817010854,1
134679823010854,2
173673838010854,3
173673839010854,3
173673840010854,3
173673841010854,3
173673842010854,1
173673877010854,3
173673878010854,1
173673879010854,1
173673880010854,2
173673882010854,2
173673883010854,2
173673884010854,1
173673885010854,3
173673886010854,3
173673887010854,2
173673713010854,2
173673715010854,2
173673716010854,3
173673717010854,1
173673720010854,1
173673721010854,2
