"cn","plotclass"
145805480010854,3
55071359010478,1
55071592010478,2
55071734010478,2
55072203010478,2
55072334010478,2
196873600010854,3
196873596010854,2
145805485010854,2
196873172010854,3
196873178010854,3
55072981010478,2
196873170010854,2
196873078010854,1
196873080010854,2
55073796010478,1
55073890010478,1
196874158010854,1
145805494010854,2
196873148010854,1
54932483010478,3
145805805010854,2
94618586010478,3
145805222010854,1
94618978010478,2
94619247010478,3
94619451010478,3
94619652010478,2
94619772010478,2
145805228010854,2
94620131010478,3
145805231010854,2
145805236010854,2
94620574010478,1
94620715010478,1
94620869010478,2
94621035010478,2
145778407010478,3
145805229010854,3
145778613010478,3
145778671010478,3
145782249010478,1
145782334010478,2
145805256010854,2
145782675010478,2
145782775010478,3
145783039010478,1
145805790010854,1
94621113010478,2
94621301010478,2
94621505010478,1
54949103010478,1
145805118010854,2
145805122010854,2
145805496010854,3
145805498010854,2
55074545010478,2
196874152010854,3
55074848010478,3
145805500010854,1
55075188010478,1
145805504010854,3
55075453010478,2
55075636010478,3
145805513010854,2
196874206010854,1
55075912010478,1
196874208010854,1
196874224010854,1
145805519010854,3
55076272010478,1
55076426010478,3
196873054010854,3
55076845010478,3
196872984010854,2
55077420010478,3
196874326010854,2
55077779010478,3
196874176010854,2
196873790010854,1
55078196010478,1
94605539010478,3
145720105010478,1
145805568010854,2
145720519010478,2
145720630010478,2
145720790010478,1
145805574010854,1
145721066010478,2
145721177010478,1
94638666010478,1
94638790010478,1
94638868010478,3
196872748010854,3
55054642010478,3
94612464010478,1
94612498010478,1
145721734010478,3
29179113010478,3
145805773010854,2
54931646010478,1
54932008010478,3
54932078010478,3
54932182010478,1
145805470010854,2
54932640010478,1
54932770010478,2
54932925010478,3
54933069010478,1
54933172010478,3
54933430010478,1
94608630010478,2
94608724010478,2
146685126010854,2
94609013010478,2
94609301010478,2
94609361010478,2
94609436010478,1
94609518010478,1
94609611010478,1
94609724010478,1
94609796010478,3
145805530010854,2
94610127010478,1
94610213010478,3
94610569010478,3
94610990010478,2
145805535010854,1
94611443010478,3
94611731010478,2
94612305010478,2
145805540010854,1
145805488010854,2
54933838010478,2
54934179010478,2
145805490010854,3
54934395010478,1
54934709010478,1
54934851010478,3
54934959010478,1
146685120010854,2
54935134010478,2
54935229010478,3
54935307010478,3
54935407010478,3
54935497010478,3
54935652010478,3
54935830010478,3
196874122010854,3
145765185010478,2
94571536010478,3
94572807010478,2
54987744010478,2
54988615010478,1
54905826010478,3
94570092010478,1
94570263010478,3
94570380010478,2
94570651010478,3
94570781010478,2
145805659010854,3
196873260010854,1
196873672010854,2
55109840010478,1
55110940010478,2
94563062010478,3
196873696010854,1
145725969010478,2
94567188010478,3
29178478010478,2
54899518010478,1
54901327010478,2
54956182010478,1
54956240010478,1
145805182010854,2
145805183010854,3
146685042010854,3
54957144010478,1
54957269010478,1
54957429010478,2
54957513010478,3
54957592010478,2
196873256010854,2
196873262010854,1
196873266010854,2
196874024010854,2
54999972010478,3
145805802010854,1
196873936010854,1
196874182010854,1
55000455010478,2
55000537010478,1
55000626010478,1
196874200010854,1
196873706010854,3
145805111010854,3
55002039010478,2
196874068010854,1
55002655010478,1
55002939010478,1
196874056010854,3
145805115010854,1
196873800010854,3
55003432010478,3
145805117010854,1
55003818010478,1
55046823010478,1
196874146010854,2
196873290010854,2
196873188010854,1
196873186010854,2
55054000010478,1
55054173010478,2
145805338010854,2
145805339010854,3
55054486010478,2
145805346010854,3
196873742010854,1
145805120010854,1
145805121010854,1
55004223010478,1
145779307010478,1
145779458010478,2
145779555010478,2
145779803010478,3
145779980010478,1
145780077010478,1
145780249010478,2
145780335010478,3
145780443010478,3
145780527010478,1
145780713010478,3
145780995010478,3
145781055010478,3
145805248010854,1
145781256010478,3
145781340010478,2
145781607010478,3
145781752010478,1
145782134010478,2
145805407010854,1
54968463010478,1
145805728010854,3
145721874010478,2
145722014010478,3
145722088010478,2
145805585010854,1
145722430010478,3
145805594010854,3
145723439010478,3
145723653010478,3
145723779010478,3
145723968010478,1
145724182010478,1
145805602010854,1
145724386010478,1
145724443010478,3
196873108010854,3
145725357010478,1
145805618010854,2
145725559010478,2
145725843010478,1
145805619010854,1
55069275010478,2
54935908010478,2
54936124010478,3
54936214010478,3
54936300010478,2
54936427010478,3
54936517010478,2
54936669010478,1
54936815010478,2
54936901010478,2
54936976010478,1
54937068010478,1
54937194010478,2
54937252010478,2
54937323010478,2
54937479010478,1
146685141010854,1
54937547010478,1
54937646010478,2
54937790010478,1
54937888010478,2
145805521010854,3
145805523010854,1
54939028010478,1
54939101010478,1
145805526010854,1
54939397010478,2
54939520010478,1
54939617010478,1
54939674010478,2
54939774010478,2
54939865010478,1
145805670010854,2
196872962010854,1
196874234010854,2
145805220010854,3
196873746010854,1
145777836010478,3
55019721010478,2
55117308010478,3
54948056010478,2
55118829010478,1
145791377010478,3
55006814010478,2
145791925010478,2
94632508010478,2
145794337010478,1
55010297010478,1
145791858010478,2
145733709010478,2
54987556010478,1
145805690010854,3
94630004010478,2
94582528010478,1
145805169010854,3
145805112010854,1
54990831010478,1
54991010010478,2
54991204010478,3
55004361010478,1
55004461010478,1
196874098010854,1
55004589010478,3
55004855010478,1
55005050010478,3
55005116010478,1
55005192010478,2
55005271010478,1
55005452010478,2
196872998010854,2
196872996010854,3
196873000010854,2
55005978010478,2
55006060010478,3
55006398010478,2
196872928010854,2
145805143010854,2
196873056010854,2
55007659010478,3
55007726010478,2
145805150010854,1
196873654010854,3
196872942010854,1
55113297010478,1
196872880010854,2
145805532010854,3
196873404010854,3
196873398010854,2
196873330010854,3
55089740010478,2
55089941010478,1
55090043010478,1
55090225010478,1
196873238010854,1
145805412010854,1
54949398010478,2
54949491010478,1
54949595010478,3
54949646010478,3
54949816010478,3
145805127010854,3
54949988010478,3
54950113010478,3
54950236010478,1
54950365010478,3
54950527010478,3
145805132010854,3
145805133010854,3
54950857010478,3
54950961010478,2
54951242010478,2
145805140010854,3
54951807010478,1
54951892010478,3
54952662010478,1
54952830010478,3
54953242010478,2
54953303010478,3
196873182010854,3
196873648010854,3
145805348010854,1
145805352010854,3
196873152010854,1
55146965010478,1
55147230010478,1
145805360010854,2
196873502010854,3
145805116010854,3
196873804010854,3
145805734010854,2
196872852010854,2
55045945010478,2
196872790010854,1
54958230010478,2
145805390010854,1
145805392010854,1
196873820010854,1
145805397010854,3
196873766010854,1
196873756010854,2
55018142010478,1
196873752010854,2
55018416010478,2
196873702010854,1
196873748010854,3
196874350010854,3
146685066010854,1
146685070010854,3
55019820010478,3
196873658010854,2
196873592010854,1
54991315010478,3
196873966010854,3
54991632010478,2
196874278010854,1
54991843010478,1
54992214010478,3
54992336010478,1
196874378010854,2
196874384010854,2
196872794010854,2
55118452010478,1
55118547010478,3
55118618010478,3
196873738010854,2
55118999010478,2
55119134010478,3
196874102010854,1
55119384010478,1
196874130010854,1
55119805010478,3
196874144010854,3
196874148010854,3
145805129010854,1
196873062010854,2
55120237010478,1
196872990010854,2
94612818010478,3
94612927010478,3
94613083010478,3
94613180010478,3
94613349010478,2
94613628010478,3
94613920010478,3
94614066010478,2
94614331010478,1
94614419010478,2
94614559010478,3
94614670010478,1
94614961010478,3
94615081010478,3
94603870010478,2
94604052010478,1
94604226010478,1
145805487010854,3
54992914010478,1
196873920010854,1
54993919010478,3
54994000010478,1
54994097010478,2
54994207010478,3
196873590010854,2
196873786010854,2
55105587010478,1
55106024010478,2
55106084010478,2
55106180010478,1
196873680010854,2
145805537010854,1
196873606010854,2
145789776010478,2
145805126010854,1
145789956010478,1
145790034010478,1
145805128010854,1
145790230010478,1
145790354010478,2
145805131010854,1
145790568010478,1
145790710010478,3
145805134010854,1
145791144010478,2
145805138010854,2
145792083010478,3
196874188010854,3
145805516010854,1
55111311010478,3
55111600010478,2
55111660010478,3
196872842010854,2
196873196010854,1
55114017010478,3
55114108010478,2
145805597010854,3
55114434010478,3
145805599010854,3
196873096010854,2
55115007010478,1
145805601010854,1
55115212010478,1
196873104010854,1
145805607010854,2
196873208010854,2
55115868010478,2
55116003010478,1
55116267010478,1
55116461010478,1
196873644010854,1
55116966010478,1
196873692010854,1
55117414010478,3
196874030010854,2
196874034010854,2
29120788010478,2
29120903010478,3
29120994010478,3
29121122010478,3
196873408010854,3
145805767010854,1
54996040010478,1
54996217010478,1
54996426010478,3
54996558010478,2
145805775010854,3
54997042010478,1
145805782010854,3
196874134010854,1
54997697010478,1
145805791010854,2
145805793010854,2
196873278010854,2
54998257010478,2
196874066010854,3
146685152010854,2
196874020010854,2
54998709010478,1
54998841010478,1
54998944010478,2
145792275010478,1
145792368010478,3
145805154010854,1
145792769010478,1
145792960010478,3
145793333010478,2
145793428010478,1
145805161010854,1
145793891010478,2
196873304010854,3
145794092010478,3
145794459010478,2
145805167010854,3
145805168010854,2
145794797010478,1
145771537010478,3
55107445010478,2
145805549010854,2
55107676010478,3
145805551010854,2
55108408010478,3
196873322010854,2
196873236010854,2
55109301010478,1
196873228010854,1
55109588010478,3
196873134010854,2
55110157010478,3
196873092010854,3
55110421010478,2
196873022010854,2
196873018010854,3
145771295010478,2
145771373010478,3
145771458010478,3
196873016010854,2
196873098010854,1
145805581010854,3
55112889010478,3
196873566010854,3
145749716010478,2
94643320010478,3
145805410010854,1
145771722010478,1
145805613010854,2
94566387010478,1
94566548010478,1
145805620010854,2
196873686010854,3
196873854010854,2
54907658010478,3
196874010010854,2
54909303010478,3
94580629010478,1
145805764010854,2
94606506010478,2
94583413010478,3
94583531010478,2
145745350010478,3
54915050010478,1
55052219010478,1
196874028010854,2
145805365010854,2
94589764010478,1
54919376010478,1
196874046010854,1
29121809010478,3
29121431010478,1
29121607010478,1
29121935010478,2
29122005010478,3
29122172010478,1
29122270010478,3
55000945010478,3
196873708010854,1
145805109010854,2
196873166010854,3
55031577010478,3
55031745010478,1
55031895010478,3
94587998010478,2
94588082010478,1
94588246010478,1
94588296010478,1
94588373010478,2
94588570010478,1
94584988010478,1
94585470010478,2
94585555010478,1
94583890010478,3
145805544010854,1
145805545010854,3
94630308010478,1
94630350010478,2
94630471010478,3
94630626010478,1
94630856010478,1
94631046010478,3
94631128010478,2
94631202010478,3
94631331010478,1
94631528010478,3
94631820010478,3
94632646010478,1
145805149010854,1
94632890010478,3
94633140010478,3
145805152010854,1
94633630010478,3
94633772010478,2
94633852010478,2
54935995010478,3
94592923010478,3
94593796010478,3
54922791010478,3
196874168010854,1
94574249010478,1
54940857010478,1
54895657010478,1
94566807010478,3
145726149010478,3
55032320010478,2
145727357010478,3
145728145010478,3
94569070010478,1
94569171010478,1
196873684010854,1
145728893010478,3
145729420010478,2
94629367010478,3
55127344010478,3
146685132010854,1
145734386010478,3
145734482010478,2
145805687010854,2
55059782010478,1
145805387010854,3
196873878010854,2
196873826010854,2
55060665010478,1
94585771010478,2
94586122010478,1
94586377010478,3
94586436010478,3
94586540010478,2
145805808010854,3
94586706010478,2
94586865010478,3
94586968010478,2
94587063010478,1
94587176010478,1
94587343010478,3
94587809010478,1
145805627010854,3
146685129010854,1
94567358010478,2
94567464010478,3
94567606010478,3
94567830010478,3
94568021010478,3
94568210010478,2
145805637010854,3
94568853010478,2
94568926010478,2
94569444010478,3
94569749010478,1
94569956010478,3
196873008010854,3
196874172010854,2
54909513010478,3
54949718010478,3
54953795010478,3
196873764010854,1
55061053010478,3
196873768010854,1
196873406010854,3
196873396010854,2
196873328010854,3
55132065010478,1
196873750010854,1
196873700010854,3
55132357010478,1
196874078010854,1
196874332010854,1
146685072010854,2
55132893010478,1
55133242010478,2
196873662010854,3
145805233010854,1
196873660010854,2
55134400010478,2
196874314010854,2
196874318010854,3
55134837010478,1
196874312010854,3
145805242010854,1
145805243010854,1
55135218010478,1
55135505010478,1
196874284010854,2
55135655010478,2
55135811010478,1
55135910010478,1
196874050010854,1
196873624010854,3
196873870010854,2
196873874010854,2
196873868010854,2
54985324010478,2
196873806010854,2
54985595010478,1
196873808010854,2
54985803010478,3
145805325010854,2
54972065010478,1
145805327010854,2
145805330010854,2
54972362010478,2
196874366010854,3
55032641010478,3
196873830010854,3
196873780010854,2
196873776010854,2
145805634010854,3
94625478010478,1
145784947010478,1
54968880010478,1
54969375010478,1
29118161010478,1
146685061010854,2
145800337010478,3
29117759010478,2
54961498010478,3
145777910010478,1
145778326010478,3
145779898010478,2
54964485010478,1
55010711010478,3
55128581010478,1
146685054010854,2
55129779010478,2
29118647010478,1
55017137010478,3
54960974010478,3
196874238010854,2
146685043010854,1
94638150010478,1
94638235010478,1
94638327010478,2
54914361010478,1
55136556010478,2
196873386010854,2
196873318010854,3
196873312010854,2
145805333010854,3
54972631010478,1
54972850010478,1
54972932010478,1
145805337010854,1
54973287010478,3
54971727010478,3
55020243010478,1
196873716010854,3
55020470010478,3
196873668010854,3
196874316010854,1
196874306010854,2
55020912010478,3
145805240010854,1
196874302010854,1
94632206010478,1
94596619010478,1
196873954010854,1
54986243010478,1
145805681010854,3
54986758010478,3
54986970010478,1
196874356010854,2
146685134010854,1
54980251010478,1
94606411010478,2
94585198010478,3
196873412010854,2
196874340010854,1
55057645010478,2
145805368010854,3
55058300010478,1
196872964010854,1
55058716010478,1
196874310010854,2
55058910010478,2
55137161010478,1
196873212010854,3
55137434010478,3
55137616010478,1
196873010010854,3
196873014010854,1
196873002010854,2
196872892010854,3
196873004010854,3
196873074010854,3
145805272010854,2
54983027010478,1
54987209010478,3
196874362010854,1
54987344010478,1
196873448010854,2
145805686010854,2
54988095010478,3
196873354010854,2
196873302010854,1
196873294010854,3
145805694010854,3
196873356010854,2
196873688010854,3
54989485010478,3
54938939010478,1
54940080010478,3
54940231010478,2
54940359010478,2
54940432010478,1
54940607010478,1
145805539010854,3
145805542010854,1
54941175010478,3
54941326010478,2
54941417010478,3
54941707010478,3
54941807010478,3
54941903010478,2
94608042010478,1
94608165010478,1
145738892010478,1
145805726010854,2
145739107010478,2
145739214010478,3
145739274010478,3
145739350010478,3
145739425010478,2
145739512010478,3
145776316010478,1
145805564010854,2
145776598010478,2
145776703010478,3
145777020010478,1
145777071010478,3
145777309010478,1
145777412010478,3
145777689010478,3
55021170010478,2
55021568010478,3
196872968010854,1
55022129010478,1
55022377010478,1
55022634010478,3
55022876010478,1
196873388010854,3
145805253010854,3
55023864010478,1
196873310010854,3
196873214010854,2
55024752010478,3
145805266010854,1
196872948010854,1
196872944010854,1
145805268010854,3
196873006010854,3
196872946010854,2
145805276010854,1
196873534010854,3
145805279010854,1
55026346010478,3
196873450010854,1
55026797010478,1
145805144010854,1
196873372010854,1
158399667010478,3
196874184010854,2
158399825010478,2
196873710010854,2
29175278010478,2
145739764010478,2
145739864010478,3
145739918010478,1
145740051010478,3
145740222010478,1
145740352010478,1
145740526010478,1
145740863010478,1
145741244010478,3
145741339010478,3
145741608010478,3
145741710010478,1
145741875010478,3
145742331010478,2
196874072010854,2
54935584010478,1
196872938010854,2
196872954010854,3
29175638010478,3
29175730010478,3
196873314010854,1
29175851010478,3
29176103010478,2
145805345010854,3
29176289010478,2
196873268010854,1
29176623010478,1
196873598010854,2
94604498010478,3
94604758010478,2
94604878010478,2
94604998010478,3
94605092010478,2
94605145010478,2
94605362010478,2
145805497010854,2
94605709010478,3
94605780010478,2
94605875010478,2
94605960010478,2
145805499010854,2
94606162010478,2
94606314010478,3
145805505010854,1
94606708010478,2
145805511010854,1
94606896010478,3
94606996010478,1
94607083010478,2
94607174010478,1
145805517010854,2
94607507010478,1
54945974010478,1
54946091010478,3
54946206010478,1
54946462010478,3
146685086010854,1
196874194010854,1
196873614010854,3
29177127010478,2
145805476010854,2
196874282010854,3
29177567010478,1
196873788010854,3
196873724010854,2
29177849010478,1
29178038010478,3
29178158010478,3
196872912010854,3
196873740010854,1
29178728010478,1
196874008010854,3
146685047010854,2
55014410010478,3
196874118010854,2
196874120010854,1
55015365010478,1
196873902010854,2
55015555010478,2
55015621010478,2
146685059010854,2
55015962010478,2
55016090010478,2
55016280010478,2
196874112010854,1
196872902010854,3
55016737010478,3
196872894010854,3
94578571010478,2
196874324010854,3
145805507010854,2
94640765010478,3
196874346010854,2
196872816010854,3
54962247010478,3
55038851010478,1
196874166010854,1
55039127010478,3
196873368010854,1
145805688010854,2
196873298010854,3
196873300010854,2
55039776010478,3
196873446010854,2
145764195010478,1
145764353010478,1
145764725010478,1
146685110010854,2
145764886010478,2
146685112010854,3
145794950010478,2
145795083010478,3
145795151010478,1
145795277010478,1
145795584010478,2
145795644010478,2
158400463010478,2
55064212010478,1
145761445010478,2
94597396010478,2
196873132010854,3
94598076010478,1
94595024010478,1
54916462010478,2
145805749010854,1
94581027010478,1
145805766010854,1
145750988010478,3
145751155010478,3
145751344010478,2
145751438010478,3
145751587010478,3
145751692010478,2
145752270010478,2
145752515010478,1
145752641010478,2
145752973010478,2
145753082010478,3
145753231010478,2
145753357010478,3
145753481010478,3
145753913010478,2
196874244010854,2
94621446010478,1
54965243010478,2
54965511010478,2
145805255010854,2
54965742010478,2
54965872010478,3
54966037010478,2
145805257010854,1
55095259010478,3
55095371010478,1
146685113010854,1
55095524010478,1
55095675010478,3
145805463010854,3
145805467010854,2
55096202010478,3
196873432010854,1
55096717010478,2
145805477010854,2
55097212010478,3
55097538010478,1
55097711010478,1
196872952010854,2
145805481010854,3
55098234010478,2
94628896010478,1
146685078010854,1
94622769010478,3
94622845010478,3
145805254010854,3
94623355010478,3
94623589010478,1
94623850010478,3
94624108010478,2
94624775010478,2
94625120010478,1
94625217010478,1
94625281010478,1
94625419010478,1
94625767010478,2
145805277010854,3
94626294010478,2
94626501010478,3
145758757010478,2
145759012010478,2
145805408010854,3
145759169010478,3
145759276010478,1
55040879010478,1
196873626010854,1
196873618010854,1
145805431010854,2
145805435010854,1
196874080010854,2
196872982010854,3
145805780010854,3
55050532010478,1
196874110010854,2
55050775010478,2
55051010010478,1
196873280010854,1
55051629010478,3
146685143010854,3
55051799010478,1
146685144010854,2
196874060010854,2
55052518010478,3
196873264010854,3
55053047010478,2
196873258010854,1
145805801010854,2
145765367010478,2
145765440010478,1
145765512010478,1
145765594010478,2
145765920010478,1
145766018010478,1
145766291010478,1
145766669010478,2
145766945010478,2
145767104010478,2
54971549010478,2
145749228010478,1
145805326010854,2
145749453010478,3
145749829010478,3
145749903010478,3
145750038010478,3
145750191010478,2
196872864010854,1
145805440010854,2
145754730010478,2
54920719010478,1
196874294010854,3
54921190010478,1
196873496010854,2
55087821010478,2
145757249010478,2
94594782010478,2
145805430010854,1
94607785010478,3
145747811010478,3
145748113010478,1
145748199010478,1
145748323010478,1
145748399010478,3
145748470010478,1
145805807010854,1
145748613010478,3
145748706010478,2
145748801010478,3
145748868010478,1
196873218010854,1
55011733010478,1
55011881010478,2
55012064010478,1
55012097010478,3
196873206010854,3
55012452010478,1
145805176010854,3
196873122010854,2
196873120010854,2
94575304010478,1
145805704010854,3
94575674010478,3
145805706010854,2
94576000010478,1
145805709010854,2
94576238010478,3
145805711010854,1
54931305010478,2
54931392010478,1
145742682010478,3
54942248010478,1
54942329010478,1
54942892010478,3
145805563010854,2
54943812010478,2
145805569010854,2
54944168010478,3
54944310010478,2
54944490010478,3
54944619010478,1
145805573010854,3
54944837010478,2
145805575010854,3
145805577010854,3
54945539010478,3
145805582010854,2
54945782010478,3
54945904010478,1
94595897010478,2
55063792010478,1
145760597010478,2
196874250010854,1
196874196010854,3
55066003010478,2
145745783010478,1
94584852010478,3
158402647010478,1
54916352010478,1
145750389010478,1
145750475010478,1
94621597010478,2
94621689010478,3
94621777010478,2
94621848010478,3
145754099010478,1
145754217010478,3
145754454010478,1
145754604010478,1
145805375010854,2
145755050010478,3
145755120010478,3
145755224010478,1
145755325010478,1
145805377010854,3
145756123010478,3
145756232010478,2
145756380010478,1
145756959010478,3
145757082010478,2
145757403010478,1
145757505010478,2
145757839010478,3
145758201010478,3
145805403010854,2
145758469010478,3
54966401010478,3
54966501010478,1
54966608010478,2
145805258010854,1
54967409010478,2
54967496010478,1
54967581010478,1
54967694010478,2
54967918010478,3
145805267010854,1
54968116010478,3
145805270010854,1
145762959010478,3
196873494010854,3
54918894010478,1
196873410010854,3
94589323010478,2
158400229010478,2
158400389010478,2
55064305010478,1
146685091010854,2
55091976010478,1
55092374010478,2
55092643010478,3
196873042010854,3
55092813010478,2
196873044010854,3
54931162010478,2
54931219010478,3
146685116010854,2
55064889010478,2
94597980010478,1
54927264010478,3
54927698010478,1
145762358010478,1
145805774010854,2
94584439010478,1
145747446010478,1
54906627010478,3
145805445010854,1
54930026010478,1
94600961010478,1
55068884010478,3
94589901010478,2
145805374010854,2
145805409010854,3
196873530010854,3
145805416010854,1
196873928010854,2
145735259010478,2
145735412010478,3
145805697010854,2
145736150010478,3
145736249010478,2
145736383010478,1
145805703010854,1
145736691010478,2
145736846010478,1
145736942010478,2
145737083010478,2
145737160010478,2
145805710010854,2
145805712010854,1
145737891010478,2
145737966010478,3
145738092010478,3
145738189010478,2
145805719010854,2
145738428010478,3
145805723010854,1
145738638010478,1
145805725010854,2
55052606010478,1
54968757010478,2
54969442010478,2
54969826010478,3
54969869010478,1
54969975010478,3
54970142010478,3
54971125010478,3
54971214010478,2
54971359010478,1
54971464010478,1
54906265010478,3
54906705010478,3
145805707010854,2
54906963010478,1
54907044010478,2
54907112010478,2
145805713010854,2
145805714010854,2
145758651010478,1
55009266010478,3
196873376010854,1
55009938010478,3
55010125010478,1
196873374010854,1
196873378010854,1
55011185010478,2
55013458010478,3
55013778010478,1
55013866010478,3
146685045010854,1
55014042010478,2
196873850010854,1
54909924010478,3
196873864010854,2
55102654010478,1
145795899010478,3
145796016010478,3
145796254010478,3
145796328010478,1
145796587010478,3
145796756010478,1
145805188010854,3
145797411010478,1
145797491010478,1
145801291010478,2
94572657010478,3
94572913010478,3
145805680010854,3
94573083010478,3
94573285010478,1
94573511010478,3
94573688010478,2
94573790010478,1
146685137010854,2
145805691010854,2
94574822010478,1
145805698010854,3
145805699010854,2
145797638010478,3
145797713010478,2
145797893010478,1
146685051010854,3
145798051010478,3
145798244010478,1
145798436010478,3
145798534010478,2
145798693010478,2
145798867010478,2
145805189010854,1
145799112010478,1
145799205010478,3
145799276010478,2
145799350010478,3
145799461010478,1
54923922010478,3
55063182010478,1
54964627010478,1
145783798010478,3
158400846010478,1
196874202010854,2
196874228010854,1
196873848010854,2
55041628010478,2
55041703010478,3
196873932010854,1
55042284010478,1
196873880010854,1
55042575010478,3
196873924010854,3
55042999010478,1
55043116010478,3
196874014010854,3
196873972010854,2
196873968010854,2
196874308010854,2
55044031010478,1
196874262010854,3
55044666010478,2
55044755010478,2
196874218010854,2
196874220010854,2
196874390010854,2
54968637010478,3
55045179010478,2
55045283010478,3
54895708010478,2
54898187010478,3
54899097010478,3
145729314010478,2
145729999010478,1
54947133010478,2
54947851010478,3
94628323010478,1
54949054010478,3
145789469010478,1
94593884010478,2
94598537010478,1
54902657010478,3
145805664010854,2
54903053010478,2
54903157010478,1
54903252010478,3
54903326010478,1
54903897010478,2
54903988010478,2
54904072010478,1
94643267010478,1
145797564010478,3
54946946010478,2
54917681010478,3
54989791010478,3
145805700010854,3
54989685010478,2
196873856010854,3
54990475010478,3
145805280010854,2
94626839010478,2
94627206010478,2
94627624010478,1
94627834010478,3
94627932010478,1
94628013010478,1
94628101010478,3
94628253010478,3
94628409010478,3
94628508010478,3
94628733010478,3
94628821010478,2
94629049010478,2
94629159010478,3
94629266010478,1
94629427010478,3
94629598010478,2
94629831010478,1
94629921010478,2
94630073010478,1
94630242010478,2
196873860010854,2
55041311010478,3
145805674010854,3
145785405010478,2
94596123010478,2
94596237010478,1
94596383010478,3
94596754010478,3
94597185010478,2
94597328010478,3
146685100010854,3
146685101010854,1
94597690010478,2
94598209010478,1
145805590010854,2
94576455010478,3
94576745010478,1
145805715010854,2
94577015010478,2
145805720010854,2
94577153010478,1
94577301010478,2
94577395010478,2
94577529010478,1
94577985010478,3
146685138010854,1
146685140010854,3
94578506010478,3
94578641010478,2
94578767010478,3
94578859010478,3
94578950010478,1
94579067010478,2
94579444010478,2
94579663010478,1
94580036010478,1
94580147010478,3
94580278010478,1
94580403010478,2
94580864010478,2
196874150010854,1
196874096010854,1
55118085010478,1
145805239010854,2
145805493010854,2
158399910010478,2
158400163010478,2
196874280010854,2
29117355010478,1
145805164010854,2
29117571010478,1
54930764010478,3
145805502010854,1
55053637010478,1
196874186010854,2
55083498010478,3
145805366010854,2
55083812010478,2
196873498010854,2
55084174010478,1
55084380010478,2
55084478010478,2
196873996010854,2
55084804010478,2
196873038010854,3
196874300010854,3
55085964010478,3
55086020010478,2
55086129010478,2
196873634010854,3
55086775010478,3
55086969010478,3
145805378010854,2
55087170010478,1
94630557010478,2
94595781010478,1
145733388010478,1
145733499010478,3
146685130010854,2
94638535010478,2
54982339010478,3
145805643010854,3
145805645010854,1
54982652010478,1
196873630010854,3
54983149010478,3
196873476010854,3
196873552010854,3
54983658010478,1
54983882010478,3
196873468010854,2
196873466010854,2
94639273010478,3
94639410010478,1
145759341010478,3
145759481010478,1
145805413010854,2
54970284010478,3
94588648010478,2
94588743010478,1
94589099010478,2
145805367010854,2
94589631010478,3
94639680010478,3
94639803010478,2
94639954010478,3
94640031010478,3
94640108010478,1
94640387010478,3
94640521010478,3
94640641010478,3
145805316010854,3
94641745010478,2
94641881010478,1
94642011010478,2
94642288010478,1
94642386010478,2
94642484010478,2
94642583010478,3
94642694010478,3
145805329010854,3
145805332010854,1
94643076010478,3
145805335010854,3
145805425010854,3
146685153010854,2
94575171010478,3
94571216010478,3
94571315010478,2
145787939010478,2
145788867010478,2
145730168010478,3
145730534010478,3
55037188010478,2
94571784010478,3
54904237010478,3
54894856010478,1
54907937010478,1
146685095010854,3
145761311010478,3
145761586010478,2
145761679010478,1
145761932010478,3
145805429010854,3
145762432010478,3
145762533010478,3
145762837010478,3
196872854010854,3
54957022010478,1
145726393010478,2
145726499010478,3
55131090010478,3
196873100010854,1
196873032010854,2
54977727010478,2
54977895010478,1
196872972010854,2
196873694010854,1
54979019010478,3
196873638010854,2
54979198010478,3
54979441010478,2
54979620010478,1
54979795010478,2
196873066010854,3
54980067010478,2
145805626010854,3
54980833010478,3
54980924010478,3
196874368010854,1
54981057010478,3
145805628010854,2
196873842010854,3
54981389010478,3
145805632010854,2
54981616010478,3
196873778010854,2
196873754010854,3
196873990010854,1
54896192010478,2
145725103010478,1
54897501010478,1
145726751010478,1
145727960010478,3
54898648010478,3
196873718010854,2
145728665010478,3
54948370010478,3
54904460010478,3
54904612010478,1
146685136010854,3
54904902010478,1
54904968010478,1
54905022010478,1
54905090010478,2
54905615010478,2
54905698010478,1
196873542010854,3
54928725010478,1
54929688010478,1
94591265010478,3
54920850010478,2
55033469010478,3
145805642010854,3
196873796010854,1
55034043010478,2
145805646010854,1
196873628010854,3
55034665010478,1
145805625010854,2
145727194010478,3
145727480010478,1
145805631010854,2
145727784010478,2
145805633010854,3
145805443010854,1
55093050010478,1
196873550010854,2
196873620010854,1
196872796010854,1
55093904010478,1
196872750010854,3
55094790010478,2
55094905010478,2
55095047010478,1
54908133010478,3
158402326010478,1
54910471010478,2
54895510010478,2
94594276010478,1
54960064010478,1
145805221010854,2
196873348010854,2
196874180010854,2
54973855010478,1
54974086010478,2
145805576010854,2
196873020010854,2
196872956010854,2
196873646010854,3
54974991010478,1
196872940010854,2
196872882010854,2
196872884010854,2
196872876010854,1
94590170010478,1
94590266010478,1
94590524010478,3
94590679010478,2
94590805010478,3
55123466010478,3
55046943010478,1
145743077010478,2
145743268010478,3
145805769010854,3
196873832010854,3
196873836010854,3
145799596010478,2
145799776010478,1
145799935010478,1
145805198010854,2
145800256010478,1
145800409010478,1
145801054010478,1
145805771010854,2
